國立清華大學,7
國立台灣師範大學,0
國立中山大學,1
國立中興大學,0
國立台灣大學,12
弘光科技大學,7
國立政治大學,22
高雄海洋科技大學,5
高雄醫學大學,1
國立台北教育大學,0
